Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","29","Burundi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","-1.62","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","29","Burundi","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","indice","-1.54","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","1.22","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.73","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.92","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","1.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.75","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.96","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","0.88","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","0.81","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.82","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","0.84","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","0.72","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","0.81","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","0.78","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","0.35","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.89","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.77","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.85","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","0.87","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","35","Cabo Verde","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","indice","0.89","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","-0.78","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","-0.72","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","-0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","-0.41","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","-0.39","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","-0.35","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","-0.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","-0.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","-0.56","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","-0.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","-0.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","-0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","-0.14","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","0.02","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","0.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.21","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","-0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","115","Cambodge","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","indice","-0.23","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","-0.56","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","-0.68","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","-0.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","-0.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","-0.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","-0.24","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","-0.33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","-0.55","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","-0.47","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","-0.74","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","-0.66","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","-0.59","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","-0.53","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","-1.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","-0.99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","-1.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","-1.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","-1.56","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","32","Cameroun","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","indice","-1.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","1.17","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","1.22","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","1.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","0.88","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.83","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","1.03","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","1.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","1.04","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","1.13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","0.94","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","1.08","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","1.11","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","1.06","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","1.18","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","1.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.26","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.98","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","1.02","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","33","Canada","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","indice","1.03","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","0.49","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","1.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.76","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","0.69","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.84","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.61","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","0.41","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","0.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","0.68","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","0.45","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","0.33","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","0.36","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","0.45","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","0.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.41","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.42","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","0.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","40","Chili","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","indice","0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","0.94","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.95","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","1.14","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","1.34","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","1.19","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","1.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","1.13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.97","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","0.94","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","0.95","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","1.01","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","0.92","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","1.15","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","1.05","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","0.75","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","0.83","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.78","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","-0.22","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","96","Chine - RAS de Hong-Kong","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","indice","0.09","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","0.49","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.55","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","1.12","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","1.35","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","1.29","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.97","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","0.46","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","0.48","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.61","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2010","2010","indice","0.57","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2011","2011","indice","0.61","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2012","2012","indice","0.63","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2013","2013","indice","0.76","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2014","2014","indice","1.21","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2015","2015","indice","1.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2016","2016","indice","1.42","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2017","2017","indice","1.43","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2019","2019","indice","1.24","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","128","Chine - RAS de Macao","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2020","2020","indice","1.15","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2000","2000","indice","0.52","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2002","2002","indice","0.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2003","2003","indice","0.53","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2004","2004","indice","0.38","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2005","2005","indice","0.52","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2006","2006","indice","0.54","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2007","2007","indice","0.54","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2008","2008","indice","0.64","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","50","Chypre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2009","2009","indice","0.39","X","Ciffre de sources internationales",""
